decision,reason_code,reason,title,year,venue,doi,arxiv,url,source_file,abstract_snippet
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,"A Cooperative Positioning Method of Connected and Automated Vehicles with Fusion of Data Information of Direction-of-Arrival, Relative Distance and Vehicles Speed",2025,"2025 3rd International Conference on Mechatronics, Control and Robotics (ICMCR)",10.1109/icmcr64890.2025.10963299,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10963299,ieee_xplore_2026-02-19_06-02-26.csv,"This study explores the potential of cellular-vehicle-to-everything (C-V2X) wireless communications in enhancing AV localization in GNSS-deprived scenarios. Specifically, we propose CV2X-LOCA, a novel unit (RSU)-assisted cooperative localization substructure utilizing only C-V2X ..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Widely linear UKF constant modulus algorithm for blind adaptive beamforming,2017,Journal of Systems Engineering and Electronics,10.21629/jsee.2017.03.01,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7978014,ieee_xplore_2026-02-19_06-02-26.csv,"Based on a uniform linear array, a new widely linear unscented Kalman filter-based constant modulus algorithm (WLUKF-CMA) for blind adaptive beamforming is proposed. The new algorithm is designed according to the constant modulus criterion and takes full advantage of the noncircu..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A Low Complexity Indoor Visible Light Positioning Method,2021,IEEE Access,10.1109/access.2021.3072348,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9399444,ieee_xplore_2026-02-19_06-02-26.csv,"The continuous positioning of a mobile user equipment (MU) in a prompt way is a fundamental requirement in several indoor applications related to ubiquitous computation, assisted living environments, and security/surveillance systems. Motivated by this fact, the current contribut..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Moving horizon estimation based on the constrained nonlinear gradient descent method*,2025,2025 Joint International Conference on Automation-Intelligence-Safety (ICAIS) & International Symposium on Autonomous Systems (ISAS),10.1109/icaisisas64483.2025.11051589,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11051589,ieee_xplore_2026-02-19_06-02-26.csv,"This paper proposes a constrained nonlinear gradient descent (NGD) algorithm specifically designed for moving horizon estimation (MHE) in discrete-time nonlinear systems. In the first step, the original MHE formulation is simplified by removing the process and measurement noise f..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Radio SLAM: A Review on Radio-Based Simultaneous Localization and Mapping,2023,IEEE Access,10.1109/access.2023.3237330,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10018231,ieee_xplore_2026-02-19_06-02-26.csv,Simultaneous localization and mapping (SLAM) algorithm has enabled the automation of mobile robots in unknown environments. It enables the robot to navigate through an unknown trajectory by employing sensors that provide measurements to infer the surrounding environment and use t...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Gridless Compressed Sensing Based Channel Estimation for UAV Wideband Communications With Beam Squint,2021,IEEE Transactions on Vehicular Technology,10.1109/tvt.2021.3103153,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9513592,ieee_xplore_2026-02-19_06-02-26.csv,"Unmanned aerial vehicle (UAV) has become an appealing solution for a wide range of commercial and civilian applications thanks to its high mobility and flexible deployment. Due to the continuous UAV navigation, the channels between UAV based arial base station (BS) and the ground..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A SLAM algorithm based on range and bearing estimation of passive UHF-RFID tags,2021,2021 IEEE International Conference on RFID Technology and Applications (RFID-TA),10.1109/rfid-ta53372.2021.9617420,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9617420,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper we propose a Simultaneous Localization and Mapping (SLAM) algorithm for a mobile robot measuring the phase of the signal backscattered by a set of passive UHF-RFID tags, deployed in unknown position on the ceiling of the environment. The solution is based on a two l..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A Variational EM Algorithm for the Separation of Time-Varying Convolutive Audio Mixtures,2016,"IEEE/ACM Transactions on Audio, Speech, and Language Processing",10.1109/taslp.2016.2554286,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7452576,ieee_xplore_2026-02-19_06-02-26.csv,This paper addresses the problem of separating audio sources from time-varying convolutive mixtures. We propose a probabilistic framework based on the local complex-Gaussian model combined with non-negative matrix factorization. The time-varying mixing filters are modeled by a co...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Variational Mobility Oriented Channel Tracking for Three-Dimensional Millimeter Wave Massive MIMO System,2018,"2018 IEEE 29th Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)",10.1109/pimrc.2018.8580700,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8580700,ieee_xplore_2026-02-19_06-02-26.csv,"Channel tracking has been a promising technology to sustain the directional link in the millimeter wave (mmWave) communication. However, the complex dynamic environment alters the movement of the mobile station (MS) and increases the inaccuracy of tracking. To tackle this issue, ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Development of Wearable Hearing-Impaired Support Robot,2025,"2025 8th International Conference on Robotics, Control and Automation Engineering (RCAE)",10.1109/rcae66389.2025.11355248,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11355248,ieee_xplore_2026-02-19_06-02-26.csv,"Instead of hearing assistance dog, a wearable hearing-impaired support robot is developed to help hearing impaired people understand sound environment. The robot is embedded in a bag and a hat without drawing unnecessary attention so that the users can live normally in a life env..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Underwater Source Localization via Spectral Element Acoustic Field Estimation,2023,IEEE Sensors Journal,10.1109/jsen.2023.3318854,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10268323,ieee_xplore_2026-02-19_06-02-26.csv,"Underwater source localization (USL) from a passive array of acoustic sensors is a challenging problem, especially in complex environments characterized by multipath and reverberation effects, irregular seabed geometry, and low signal-to-noise ratio (SNR). This article proposes a..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Real-time localization and visualization of a sound source for virtual reality applications,2017,"2017 25th International Conference on Software, Telecommunications and Computer Networks (SoftCOM)",10.23919/softcom.2017.8115577,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8115577,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we present our findings related to the problem of localization and visualization of a sound source placed in the same room as the listener. This is a part of a larger research effort devoted to studying the effects of synesthesia - the act of experiencing one sense..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Cognitive MIMO Radar Beamforming for Target Tracking Using a BCRB-based Criterion,2025,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp49660.2025.10890572,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10890572,ieee_xplore_2026-02-19_06-02-26.csv,This paper proposes a cognitive beamforming method for target tracking using multiple-input multiple-output (MIMO) radar. This method minimizes a Bayesian performance criterion on direction-of-arrival (DOA) estimation error with respect to the transmit signal auto-correlation mat...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Beam Tracking Assisted High Mobility V2I Communications With Extremely Large Lens Antenna Array,2024,IEEE Transactions on Vehicular Technology,10.1109/tvt.2023.3342159,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10356727,ieee_xplore_2026-02-19_06-02-26.csv,"Vehicle-to-infrastructure (V2I) scenarios commonly demand both high-accuracy positioning and high-rate communication. In this study, we consider the base station equipped with an extremely large lens antenna array (ExLAA) that serves the vehicles located in the near field region...."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Long Range Surveillance MIMO Radar at 24 GHz,2025,2025 IEEE 15th Annual Computing and Communication Workshop and Conference (CCWC),10.1109/ccwc62904.2025.10903947,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10903947,ieee_xplore_2026-02-19_06-02-26.csv,"Recently, radar-based detection and tracking at millimeter-wave frequencies have become increasingly popular. However, the performance of the radar systems operating at millimeter-wave frequencies has been mainly limited to short ranges which makes them unsuitable for many practi..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Multi-modal sensor fusion for indoor mobile robot pose estimation,2016,"2016 IEEE/ION Position, Location and Navigation Symposium (PLANS)",10.1109/plans.2016.7479745,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7479745,ieee_xplore_2026-02-19_06-02-26.csv,"While global navigation satellite systems (GNSS) are the state of the art for localization, in general they are unable to operate inside buildings, and there is currently no well-established solution for indoor localization. In this paper we propose a 3D mobile robot pose (2D pos..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A State-space Approach for Efficient Channel Tracking in Hybrid Analog/Digital MIMO Architectures,2021,2021 IEEE 93rd Vehicular Technology Conference (VTC2021-Spring),10.1109/vtc2021-spring51267.2021.9448891,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9448891,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper we consider a multipath channel subject to variations in time due to the presence of a Doppler drift which imposes a phase rotation on the original channel impulse response. Accordingly, a decision-directed state-space approach based on the extended Kalman filter (E..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Insights Into Visible Light Positioning: Range Tracking and Bayesian Cramér-Rao Lower Bound Analysis,2024,IEEE Communications Letters,10.1109/lcomm.2024.3428440,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10597652,ieee_xplore_2026-02-19_06-02-26.csv,"Visible Light Communication (VLC) is increasingly seen as a promising solution for indoor ranging systems. This study investigates user range estimation from a light source in a single-input single-output (SISO) system, considering input-signal-dependent shot noise (ISDSN). We ap..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Single-Source Aided Semi-Autonomous Passive Location for Correcting the Position of an Underwater Vehicle,2019,IEEE Sensors Journal,10.1109/jsen.2019.2892840,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8611200,ieee_xplore_2026-02-19_06-02-26.csv,"The accumulated positioning errors are required to be eliminated after a long run-up of an underwater vehicle equipped with an inertial navigation system (INS). For the better position accuracy with less cost, a single-source aided passive location method is proposed, which appli..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Time Varying Channel Tracking With Spatial and Temporal BEM for Massive MIMO Systems,2018,IEEE Transactions on Wireless Communications,10.1109/twc.2018.2848259,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8395281,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we design a channel tracking method for massive multiple-input multiple-output systems under both time-varying and spatial-varying circumstances. By exploiting the characteristics of massive antenna array, a spatial-temporal basis expansion model is proposed to red..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Auto-Calibration of Automotive Radars in Operational Mode Using Simultaneous Localisation and Mapping,2021,IEEE Transactions on Vehicular Technology,10.1109/tvt.2021.3058778,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9353252,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents an analysis of a new method of automotive radar self-calibration which uses targets of opportunity. While conventional offline calibration of a phased array antenna requires accurate knowledge of the positions of calibration targets relative to the radar, such..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,A Vessel Azimuth and Course Joint Re-Estimation Method for Compact HFSWR,2020,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2019.2943065,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8865662,ieee_xplore_2026-02-19_06-02-26.csv,"Small-aperture compact high-frequency surface wave radar (HFSWR) suffers from low azimuth accuracy for target detection due to its wide beamwidth. Multitarget tracking (MTT) algorithms, when applied to the raw target detection data of HFSWR, fail to effectively filter the target ..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Channel Estimation in Wireless Communication,2025,2025 3rd International Conference on Smart Systems for applications in Electrical Sciences (ICSSES),10.1109/icsses64899.2025.11010001,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11010001,ieee_xplore_2026-02-19_06-02-26.csv,"Advanced channel estimation is crucial for improving the performance of 5G, 6G, and future communication systems. Techniques like Least Squares (LS) and Minimum Mean Square Error (MMSE) provide accurate estimations, validated through MATLAB simulations. OFDM enables high data rat..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Sparse Bayesian Learning for the Time-Varying Massive MIMO Channels: Acquisition and Tracking,2019,IEEE Transactions on Communications,10.1109/tcomm.2018.2855197,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8410591,ieee_xplore_2026-02-19_06-02-26.csv,"The low-rank property of the channel covariances can be adopted to reduce the overhead of the channel training in massive MIMO systems. In this paper, with the help of the virtual channel representation, we apply such property to both time-division duplex and frequency-division d..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Localization of Indoor Mobile Robot Using Minimum Variance Unbiased FIR Filter,2018,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2016.2599864,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7563322,ieee_xplore_2026-02-19_06-02-26.csv,"The demand of indoor localization has recently grown quickly in industries. In general, a localization system is required to be reliable, fast, and have high accuracy. In this paper, the ultrawideband (UWB) technique is combined with the inertial navigation sensor (INS) to form a..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,"Time-Varying Massive MIMO Channel Estimation: Capturing, Reconstruction, and Restoration",2019,IEEE Transactions on Communications,10.1109/tcomm.2019.2937516,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8813081,ieee_xplore_2026-02-19_06-02-26.csv,"To estimate time-varying MIMO channel at base station, traditional downlink (DL) channel restoration schemes usually require the reconstruction for the covariance of downlink process noise vector, which is dependent on DL channel covariance matrix (CCM). However, the acquisition ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,An Enhanced Pedestrian Dead Reckoning Aided With DTMB Signals,2022,IEEE Transactions on Broadcasting,10.1109/tbc.2022.3157475,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9736398,ieee_xplore_2026-02-19_06-02-26.csv,"Pedestrian Dead Reckoning (PDR) is a good alternative positioning method in Global Navigation Satellite Systems (GNSS)-challenged environments. It has the advantage in terms of infrastructure-independent, while the disadvantage is that, the estimated errors grow rapidly with time..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Real-Time Underwater Positioning and Navigation of an AUV in Deep Waters,2018,2018 OCEANS - MTS/IEEE Kobe Techno-Oceans (OTO),10.1109/oceanskobe.2018.8558876,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8558876,ieee_xplore_2026-02-19_06-02-26.csv,"Due to the absence of GPS, navigation of autonomous vehicles underwater requires the integration of various measurements to provide the best location estimate. Usually in littoral waters, adequate navigational accuracy may be obtained by integrating odometry measurements provided..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Distributed adaptive beam nulling to mitigate jamming in 3D UAV mesh networks,2017,"2017 International Conference on Computing, Networking and Communications (ICNC)",10.1109/iccnc.2017.7876113,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7876113,ieee_xplore_2026-02-19_06-02-26.csv,"With the advancement of unmanned aerial vehicles (UAV), 3D wireless mesh networks will play a crucial role in next generation mission critical wireless networks. Along with providing coverage over difficult terrain, it provides better spectral utilization through 3D spatial reuse..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,An Alternating Bayesian Approach to PARAFAC Decomposition of Tensors,2018,IEEE Access,10.1109/access.2018.2853152,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8404034,ieee_xplore_2026-02-19_06-02-26.csv,"The PARAllel FACtor (PARAFAC) decomposition is known as one of the most commonly used tools in tensor signal/data processing. Unfortunately, its classical algorithms barely take the potential statistical and/or deterministic prior information of the decomposed tensor into conside..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Centralized Fusion of Radar and IRST on an Aircraft,2024,2024 Tenth Indian Control Conference (ICC),10.1109/icc64753.2024.10883678,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10883678,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents a centralized sensor fusion approach for radar and an infrared search and track (IRST) system mounted on an aircraft. The target motion is modelled in relative kinematics with radar measuring range, azimuth and elevation while IRST measures only target line of..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Deep Learning-Aided Spatial Discrimination for Multipath Mitigation,2020,"2020 IEEE/ION Position, Location and Navigation Symposium (PLANS)",10.1109/plans46316.2020.9109935,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9109935,ieee_xplore_2026-02-19_06-02-26.csv,"A deep learning-aided spatial discriminator for multipath mitigation is developed. The proposed system compensates for the limitations of conventional beamforming approaches, especially at the stages of: prefiltering, model order estimation (MOE), and direction-of-arrival (DOA) e..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Beam-Switching-Based Time-of-Arrival Ranging on Commercial 5G NR Signals for Outdoor Positioning,2026,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3601793,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11145281,ieee_xplore_2026-02-19_06-02-26.csv,The widespread adoption of 5G wireless communication devices has significantly increased the demand for precise 5G-based positioning services. This study presents a beam-switching time-of-arrival (TOA) ranging technique that leverages commercial 5G new radio (NR) signals and chan...
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Underwater Target Motion Analysis with Dynamic Sensor Selection in Multi-Sensor Environment,2023,2023 2nd International Conference on Mechatronics and Electrical Engineering (MEEE),10.1109/meee57080.2023.10126794,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126794,ieee_xplore_2026-02-19_06-02-26.csv,The objective of our work is to track an underwater target moving in 3D space using a multi-sensor network of passive sonobuoys spread over the sea surface. All the buoys are equipped with passive SONAR that measures the bearing and elevation angles of the target. The tracker is ...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,MAP-Based Bearings-Only Tracking at Low SNR,2025,OCEANS 2025 Brest,10.1109/oceans58557.2025.11104501,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11104501,ieee_xplore_2026-02-19_06-02-26.csv,"Bearings-only target tracking using raw acoustic data typically achieves better tracking performance at lower signal-to-noise ratios (SNR) compared to approaches that rely on direction-of-arrival (DOA) preprocessing. However, using raw data directly as observations renders standa..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Model-Driven Deep Learning Assisted Beam Tracking for Millimeter-Wave Systems,2022,IEEE Communications Letters,10.1109/lcomm.2022.3193120,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9837045,ieee_xplore_2026-02-19_06-02-26.csv,"Millimeter-wave (mmWave) systems employ directional beams to provide high-speed data communication, which demands continuous tracking of the beam direction. Currently, the technology based on Kalman filter and/or channel sparsity is considered for beam tracking, and its solutions..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Accurate Indoor Location Tracking Exploiting Ultrasonic Reflections,2016,IEEE Sensors Journal,10.1109/jsen.2016.2617398,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7590064,ieee_xplore_2026-02-19_06-02-26.csv,"Time difference of arrivals) (TDoA)-based location tracking systems using RF and ultrasonic signals often give unacceptable errors due to the line-of-sight limitation of the ultrasonic signal. To overcome this limitation, many researchers have devoted their efforts using various ..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Attitude-Based User Terminal Beam Pointing Using Downlink Data Bursts From Broadband Satellites,2025,IEEE Communications Letters,10.1109/lcomm.2025.3579717,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11036154,ieee_xplore_2026-02-19_06-02-26.csv,"In satellite communications, beam pointing is fundamental for the user terminal to perform stable communications with passing satellites. The traditional energy-based user terminal beam pointing method tracks the energy of received signals, which requires the received signal to h..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Channel Tracking With Flight Control System for UAV mmWave MIMO Communications,2018,IEEE Communications Letters,10.1109/lcomm.2018.2824800,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8334304,ieee_xplore_2026-02-19_06-02-26.csv,"Unmanned aerial vehicle (UAV) communications could offer flexible scheduling, improved reliability, enhanced capacity over much wider range, and has become a key part of the space-air-ground integrated network. In this letter, we consider a communication system in millimeter wave..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Integrating Communications and Control for UAV Systems: Opportunities and Challenges,2018,IEEE Access,10.1109/access.2018.2879637,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8528342,ieee_xplore_2026-02-19_06-02-26.csv,"Unmanned aerial vehicle (UAV) communications play an important role in building the space-air-ground network and realizing the seamless wide-area coverage thanks to its long-range connectivity, high maneuverability, flexible deployment, and low latency. Different from the traditi..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Sequential Multi-Sensor JPDA for Target Tracking in Passive Multi-Static Radar With Range and Doppler Measurements,2019,IEEE Access,10.1109/access.2019.2905265,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8667818,ieee_xplore_2026-02-19_06-02-26.csv,"Target tracking in passive multi-static radar (PMSR) with bistatic range and Doppler frequency measurements from multiple transmit-receive pairs is gaining increasing interest. For the data association problem in this scenario, the parallel architecture of a multi-sensor joint pr..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Underwater acoustic source localization using a multi-robot system: the DAMPS project,2021,2021 International Workshop on Metrology for the Sea; Learning to Measure Sea Health Parameters (MetroSea),10.1109/metrosea52177.2021.9611595,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9611595,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents the funded project DAMPS, that addresses the development of a multi-robot system for the position tracking of noise sources in underwater environment. The robots composing the team collaborate in order to fuse the local information coming from the analysis of ..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Feasibility Evaluation for Keyword Spotting System Using Mini Microphone Array on UAV,2019,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,10.1109/igarss.2019.8899304,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899304,ieee_xplore_2026-02-19_06-02-26.csv,"This paper evaluates the use of mini microphone array, Re-Speaker Core V2.0 for keyword spotting system in the Unmanned Aerial Vehicle (UAV) that is used for disaster management task. We do the recording experiment by simulating help call in a various situation and assess the per..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Brief Review of GNSS spoofing and anti-spoofing technology,2021,"2021 International Conference on Sensing, Measurement & Data Analytics in the era of Artificial Intelligence (ICSMD)",10.1109/icsmd53520.2021.9670759,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9670759,ieee_xplore_2026-02-19_06-02-26.csv,"Spoofing is an emerging threat to all GNSS receivers. It is an intentional deliberate attack aiming to trick receivers into tracking false signals and generating designed navigation solutions, such an attack is hardly noticed if it is committed by a sophisticated spoofer. Recentl..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Accurate Position and Attitude Determination in a Severe Multipath Environment Using an Uncalibrated Multi-Antenna-System,2020,"2020 IEEE/ION Position, Location and Navigation Symposium (PLANS)",10.1109/plans46316.2020.9110151,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110151,ieee_xplore_2026-02-19_06-02-26.csv,"A novel proposal is made for the accurate determination of position and antenna attitude of a multi-antenna GNSS receiver in a multipath environment. In contrast to previous work no calibration of the gain and phase mismatches and crosstalk effects, that occur in the RF-Frontend,..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Passive Ranging with a Team of Aircraft using Angle Only Tracks,2023,2023 Ninth Indian Control Conference (ICC),10.1109/icc61519.2023.10442050,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442050,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents a passive-ranging algorithm with a team of aircraft operating with infrared search and track (IRST) systems. The angle-only track output from each aircraft is shared across other aircraft, and the passive ranging algorithm is developed. A nonlinear least squar..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Cooperative Audio-Visual System for Localizing Small Aerial Robots,2019,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros40897.2019.8968075,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968075,ieee_xplore_2026-02-19_06-02-26.csv,"Employing small size aerial robots, acting as mobile airborne sensors, to work alongside ground robots can be extremely useful in many different robotic missions. Due to the strict constraints in terms of size, weight, 3D coverage, processing power and power consumption. There ar..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Distributed Clustering and Tracking Algorithm for Trustworthy MIMO Radars,2025,IEEE Transactions on Radar Systems,10.1109/trs.2025.3597792,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11122511,ieee_xplore_2026-02-19_06-02-26.csv,"As radars are being increasingly used in autonomous driving, it is important to ensure that the results delivered by the radar sensors are trustworthy. Clustering and tracking of targets is part of the signal processing in such radar systems. Widely used system-on-chip (SoC) rada..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,3D audio-visual speaker tracking with an adaptive particle filter,2017,"2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp.2017.7952686,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7952686,ieee_xplore_2026-02-19_06-02-26.csv,We propose an audio-visual fusion algorithm for 3D speaker tracking from a localised multi-modal sensor platform composed of a camera and a small microphone array. After extracting audio-visual cues from individual modalities we fuse them adaptively using their reliability in a p...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,A Beam Steerable Speaker Tracking-based First-order Differential Microphone Array,2023,2023 21st IEEE Interregional NEWCAS Conference (NEWCAS),10.1109/newcas57931.2023.10198069,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10198069,ieee_xplore_2026-02-19_06-02-26.csv,"Reducing the effect of directional interference and noise added to speech signals, can be accomplished using a robust system in a form of microphone arrays. In this paper, we propose a first-order differential microphone array whose beam can be steered towards the desired speaker..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,LEAP: Location Estimation and Predictive Handover with Consumer-Grade mmWave Devices,2019,IEEE INFOCOM 2019 - IEEE Conference on Computer Communications,10.1109/infocom.2019.8737434,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8737434,ieee_xplore_2026-02-19_06-02-26.csv,"Future millimeter-wave networks will support very high densities of devices and access points. This vastly increases the overhead required for access point selection and beam training. Fortunately, the quasi-optical properties of millimeter-wave channels make location-based netwo..."
